1000.1,569.171,5.021,84.453,0.0002164,10.117,15.138,12.533,12.532,2.605,2.416,2.415,4.19,5.648,0.018997238,0.153
1000.2,568.808,5.025,84.307,0.0002164,10.113,15.138,12.533,12.53,2.605,2.42,2.417,4.199,5.648,0.018997238,0.153
1000.3,568.441,5.029,84.162,0.0002164,10.109,15.137,12.533,12.527,2.604,2.424,2.419,4.207,5.648,0.018997238,0.153
1000.4,568.071,5.032,84.018,0.0002164,10.104,15.137,12.533,12.525,2.604,2.428,2.42,4.215,5.648,0.018997238,0.153
1000.5,567.698,5.036,83.875,0.0002164,10.1,15.136,12.533,12.523,2.603,2.433,2.422,4.223,5.647,0.018997238,0.153
1000.6,567.321,5.039,83.733,0.0002164,10.096,15.135,12.533,12.52,2.602,2.437,2.424,4.231,5.647,0.018997238,0.153
1000.7,566.942,5.043,83.591,0.0002164,10.092,15.135,12.533,12.518,2.602,2.441,2.425,4.24,5.647,0.018997238,0.153
1000.8,566.559,5.046,83.45,0.0002164,10.088,15.134,12.533,12.515,2.601,2.445,2.427,4.248,5.647,0.018997238,0.153
1000.9,566.173,5.049,83.31,0.0002164,10.084,15.134,12.533,12.513,2.601,2.449,2.429,4.256,5.646,0.018997238,0.153
1001,565.785,5.053,83.171,0.0002164,10.08,15.133,12.533,12.511,2.6,2.452,2.43,4.264,5.646,0.018997238,0.153
1001.1,565.392,5.056,83.033,0.0002164,10.076,15.132,12.533,12.508,2.6,2.456,2.432,4.272,5.646,0.018997238,0.153
1001.2,564.997,5.059,82.896,0.0002164,10.073,15.132,12.533,12.506,2.599,2.46,2.433,4.28,5.646,0.018997238,0.153
1001.3,564.599,5.062,82.759,0.0002164,10.069,15.131,12.533,12.504,2.598,2.464,2.435,4.288,5.646,0.018997238,0.153
1001.4,564.198,5.065,82.623,0.0002164,10.065,15.13,12.533,12.501,2.598,2.468,2.436,4.295,5.645,0.018997238,0.153
1001.5,563.794,5.069,82.488,0.0002164,10.061,15.13,12.533,12.499,2.597,2.472,2.438,4.303,5.645,0.018997238,0.153
1001.6,563.386,5.072,82.354,0.0002164,10.057,15.129,12.533,12.497,2.596,2.475,2.439,4.311,5.645,0.018997238,0.153
1001.7,562.976,5.075,82.221,0.0002164,10.053,15.128,12.532,12.494,2.596,2.479,2.441,4.319,5.645,0.018997238,0.153
1001.8,562.563,5.078,82.088,0.0002164,10.05,15.127,12.532,12.492,2.595,2.483,2.442,4.326,5.644,0.018997238,0.153
1001.9,562.146,5.081,81.956,0.0002164,10.046,15.126,12.532,12.49,2.594,2.486,2.444,4.334,5.644,0.018997238,0.153
1002,561.727,5.083,81.825,0.0002164,10.042,15.126,12.532,12.487,2.593,2.49,2.445,4.342,5.644,0.018997238,0.153
1002.1,561.305,5.086,81.695,0.0002164,10.039,15.125,12.532,12.485,2.593,2.494,2.446,4.349,5.644,0.018997238,0.153
1002.2,560.879,5.089,81.566,0.0002164,10.035,15.124,12.532,12.483,2.592,2.497,2.448,4.357,5.643,0.018997238,0.153
1002.3,560.451,5.092,81.437,0.0002164,10.031,15.123,12.532,12.481,2.591,2.501,2.449,4.364,5.643,0.018997238,0.153
1002.4,560.02,5.095,81.309,0.0002164,10.028,15.122,12.532,12.478,2.59,2.504,2.45,4.372,5.643,0.018997238,0.153
1002.5,559.586,5.097,81.182,0.0002164,10.024,15.122,12.532,12.476,2.59,2.508,2.452,4.379,5.643,0.018997238,0.153
1002.6,559.149,5.1,81.056,0.0002164,10.021,15.121,12.532,12.474,2.589,2.511,2.453,4.387,5.642,0.018997238,0.153
1002.7,558.71,5.102,80.93,0.0002164,10.017,15.12,12.532,12.472,2.588,2.514,2.454,4.394,5.642,0.018997238,0.153
