1000.1,569.489,5.023,84.453,0.0002164,10.117,15.14,12.533,12.533,2.607,2.416,2.416,6.52,5.214,0.032407054,0.309
1000.2,569.665,5.019,84.584,0.0002164,10.121,15.14,12.533,12.535,2.607,2.412,2.414,6.509,5.214,0.032407054,0.309
1000.3,569.845,5.015,84.713,0.0002164,10.124,15.139,12.533,12.536,2.606,2.409,2.412,6.498,5.215,0.032407054,0.309
1000.4,570.027,5.011,84.842,0.0002164,10.128,15.139,12.533,12.538,2.606,2.405,2.41,6.488,5.215,0.032407054,0.309
1000.5,570.212,5.007,84.969,0.0002164,10.132,15.139,12.533,12.54,2.606,2.401,2.408,6.477,5.215,0.032407054,0.309
1000.6,570.401,5.003,85.095,0.0002164,10.135,15.138,12.533,12.542,2.605,2.398,2.407,6.467,5.215,0.032407054,0.308
1000.7,570.592,4.999,85.22,0.0002164,10.139,15.138,12.533,12.543,2.605,2.394,2.405,6.457,5.215,0.032407054,0.308
1000.8,570.787,4.996,85.344,0.0002164,10.142,15.138,12.533,12.545,2.605,2.391,2.403,6.447,5.215,0.032407054,0.308
1000.9,570.984,4.992,85.468,0.0002164,10.145,15.137,12.533,12.546,2.604,2.388,2.401,6.437,5.215,0.032407054,0.308
1001,571.185,4.988,85.59,0.0002164,10.149,15.137,12.533,12.548,2.604,2.384,2.399,6.427,5.216,0.032407054,0.308
1001.1,571.388,4.985,85.711,0.0002164,10.152,15.137,12.533,12.55,2.604,2.381,2.398,6.417,5.216,0.032407054,0.308
1001.2,571.594,4.981,85.831,0.0002164,10.155,15.137,12.533,12.551,2.604,2.378,2.396,6.408,5.216,0.032407054,0.307
1001.3,571.803,4.978,85.95,0.0002164,10.158,15.136,12.533,12.553,2.603,2.375,2.394,6.398,5.216,0.032407054,0.307
1001.4,572.015,4.975,86.068,0.0002164,10.162,15.136,12.533,12.554,2.603,2.372,2.393,6.389,5.216,0.032407054,0.307
